id	utterance	slot_labels	intent
1581	"In addition to one confirmed case, there are six suspected cases of cholera in the hosptial in Mingora."	O O O O O O O O O O B-MED I-MED I-MED O O B-MED O O	other
1582	"As part of a $1. 5-million emergency response to the earthquake, CRS is partnering with Build Change and a local environmental organization, WALHI, to design and deliver the best relief package possible to help families build temporary shelters to live in until they can repair or rebuild their permanent homes."	O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH O O O O O B-SHL I-SHL O O O O O O B-OTH I-OTH I-OTH O O B-SHL	other
1583	The Fund has supported aid activities ranging from immediate emergency response feeding and shelter programs to long-term recovery and specialized rehabilitative care for seniors and persons with disabilities.	O B-OTH O O B-OTH I-OTH O O O O O B-FD O B-SHL O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED	other
1584	"U. S.  military and civilian cargo airlifts have delivered hundreds of tons of medical supplies, food, shelters, blankets, and rescue equipment to Pakistan."	O O O O O O B-OTH I-OTH O O O O O O B-MED I-MED B-FD B-SHL B-OTH O B-OTH I-OTH O O	other
1585	"So far, with the exception of the deadly outbreaks in Mexico, the virus has tended to cause very mild illness in otherwise healthy people, it said."	O O O O O O O B-MED I-MED O O O B-MED O O O O O B-MED I-MED O O B-MED O O O	other
1586	"The centre treats malnourished children whose conditions are compounded by medical complications such as malaria, pneumonia, diarrhoea and even snakebite."	O O O B-FD O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED	other
1587	An active surveillance for communicable diseases at inpatient wards has been established.	O O O O B-MED I-MED O B-MED I-MED O O O	other
1588	"The challenge for governments, with FAO assistance, is to review measures to be taken in the veterinary realm, despite the fact that ""there is currently no evidence to suggest that the novel human-to-human transmitted H1N1 influenza virus is circulating in pigs in Mexico or anywhere else in the world, reasserted FAO Chief Veterinary Officer of FAO, Mr.  Joseph Domenech."	O O O O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O	other
1589	Li urged local health and disease control personnel to prevent disease outbreaks and prepare effective treatments for altitude sickness before reconstruction workers arrived.	O O O B-MED I-MED I-MED I-MED O O O B-MED I-MED O O O B-MED I-MED I-MED I-MED O B-OTH I-OTH O	other
1590	i am a doctor.  i can help the peopl but i need supplies can you help	O O O B-MED O O O B-OTH O O O O O B-OTH O O O	other
1591	"India responded to a request for help and said it had sent a a ship with a rescue helicopter, a team of doctors and divers and medicine and food."	O O O O B-OTH I-OTH I-OTH O O O O O O O B-OTH O O B-OTH I-OTH O O O B-MED O B-OTH O B-MED O B-FD	other
1592	"However, since these are drought-affected areas, the population had been surviving on tea and bread, which led to the vitamin deficiency disease."	O O O O O O O O O O O O B-FD O B-FD O O O O B-MED I-MED I-MED	other
1593	"KABUL, Nov 11, 2009 (AFP) - Already suffering from a deadly insurgency and crushing poverty, Afghanistan now faces a new burden -- swine flu, with fear palpable across the country after 11 deaths in less than two weeks."	O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED O O O O O O O O O O O O O O	other
1594	"At an evacuee site in Dong Thap province's Tan Hong District, Tan Cong Chi Commune, most of the children are filthy, and play in areas visibly strewn with garbage, animal excreta and muddy cesspools."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1595	"As part of its wide-range of disaster preparedness, recovery and development projects across the country, six hospitals and health centers have been built by Qatar Charity Mauritania at a cost of QAR 7. 0 million (USD 1. 92 million)."	O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O B-MED O B-MED I-MED O O O O O O O O O O O O O O O O O O O	other
1596	"In order to improve hygienic conditions and to prevent the cholera from spreading further, the humedica team in the Republic of Congo has already implemented first relief measures."	O O O B-OTH I-OTH I-OTH O O O O B-MED O O O O O O O O O O O O O O O B-OTH I-OTH	other
1597	"In Garissa, the rift valley fever has now claimed 48 lives with more currently admitted in critical at the Provincial Hospital."	O O O O O O O O O O O O O O O O O O O O B-MED	other
1598	"We can have a major impact on child mortality in this disaster situation, in which children's immune systems are under stress due to chronic undernutrition in many cases, and to trauma from the earthquake and the upheavals that have followed.  Chikungunya has similar symptoms as dengue fever, such as fever, headache, fatigue, nausea vomiting, rashes and muscle pain, but also causes severe pain in the joints.  DUSHANBE -- Mud slides and floods caused by rains and melting glaciers destroyed almost 60 houses, trade and cultural facilities, electricity lines, and an irrigation system in Tajikistan's eastern region of Gorno-Badakhshan over the last few days.  He points to an army of bright red beetles"	O O O O O O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED O O O B-FD O O O O O B-MED O O O O O O O O O O B-MED O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O B-MED I-MED I-MED I-MED I-MED O O O O O O O O O O O O O O O O B-SHL O O O O B-OTH I-OTH O O B-WAT I-WAT O O O O O O O O O O O O O O O O O O O O O	other
1599	"The outpouring of support after the tsunami allowed us to make clean water available to more than 126,000 tsunami survivors in Indonesia and 171,000 in Sri Lanka."	O O O O O O O O O O B-WAT I-WAT I-WAT O O O O O O O O O O O O O O	other
1600	"Another 80 emergency health kits are on order for distribution within the areas affected by the earthquake emergency, not just in camps, but in urban and rural locations too."	O O O B-MED I-MED O O O O B-OTH O O O O O O O O O O O B-SHL O O O O O O O	other
1601	"(PORTLAND, ORE.  - Feb.  25, 2004) Northwest Medical Teams, Boeing and Royal Air Maroc are partnering to send critically needed medical supplies to help families in villages devastated in yesterday's earthquake in Morocco."	O O O O O O O O O B-MED I-MED B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O B-MED I-MED O O O O O O O O O O O	other
1602	I don't have monies to go give blood in Port-au-Prince from La Gonave.	O B-OTH I-OTH I-OTH O O O B-MED O O O O O	other
1603	"Working with the UN health agency and aid groups, Guinea remains on high alert against the virus, an incurable disease that can kill up to 90 percent of its victims."	O O O O B-MED O O B-OTH O O O O O O O O B-MED O B-MED I-MED O O O O O O O O O O	other
1604	"""The Australian Government can play an essential role in averting a further escalation of this global public health crisis."	O O O O O O O O O O O O O O O O O B-MED I-MED	other
1605	"The campaign will also focus on hygiene (particularly hand washing) and safe excreta disposal, seen as the two main major causes of diarrhoeal diseases."	O O O O O O O O B-WAT I-WAT O B-OTH I-OTH I-OTH O O O O O O O O B-MED I-MED	other
1606	"RTS,S, the only advanced malaria vaccine in its final study trials, is intended for exclusive use against the plasmodium falciparum malaria parasite, which is most prevalent in sub-Saharan Africa."	O O O O B-MED I-MED O O O O O O O O O O O O B-MED I-MED I-MED I-MED O O O O O O O	other
1607	"Because the country is so crowded, others find shelter in unexpected places, like abandoned buildings or even cowsheds."	O O O O O O O O B-SHL O O O O B-SHL I-SHL O O B-SHL	other
1608	"JAKARTA, Feb 14 (AFP) - An sub-sea earthquake measuring 5. 0 on the Richter scale rocked the south of the Indonesian island of Sumatra early Wednesday morning, but there were no immediate reports of casualties or damage, a seismologist and residents said."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1609	"After the 3 June earthquake in Yunnan Province, Amity development workers went to Ning'er County in order to provide disaster relief, assist people in the area and help with the rebuilding of destroyed homes."	O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O B-SHL	other
1610	My awesome sign! @ivybakery #weather #sandy #hurricane #doom #nyc #bakery #apocolypse #stockupo @Ivy Bakery http://t. co/dpMp1Ad3Finally Gov.  Christie is about to address for jersey about the hurricane.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1611	"I am glad that CMC was able to assist the team in the region in setting up the appropriate activities from the beginning of the outbreak, she added of the battle against the mosquito-borne virus that primarily affects ruminant animals such as cattle, sheep, camels, goats, but can cause outbreaks in humans as well."	O O O O O O O O B-OTH O O O O O O O O O O O O O O O O B-MED O O O O O O O B-MED I-MED O O O O O O O O O O O O O O B-MED O O O O	other
1612	it was great to have people vaccinated at silvio cator ctr but it is very smelly there it need to be desinfected.	O O O O O O B-MED O O O O O O O O O O O O O O B-OTH	other
1613	"So, while the disease is now spreading faster than efforts to contain it, ""we know what needs to be done and we are going to do it before this virus can cause more death and misery. """	O O O B-MED O O O O O O O O O O O O O O O O O O O O O O O O O B-MED O O O O O O O	other
1614	"However, as a result of continuous heavy rains and hailstorms in the region, over 6,000 hectares of cultivable land and 50 hectares of vegetable garden were heavily damaged, during the last two weeks."	O O O O O O O O O O O O O O O O O O O O O O O B-FD O O O O O O O O O	other
1615	"MERCY Malaysia is a non?profit organisation focusing on providing medical relief, sustainable health-related development and risk reduction activities for vulnerable communities in both crisis and non-crisis situations."	O O O O O O O O O B-MED I-MED O O O O B-OTH I-OTH I-OTH O O O O O O O O O	other
1616	"During the last six years, USAID has supported RSA to gain international search and rescue training and the ability to train others in life-saving procedures following crises such as earthquakes, floods, trench rescue, swift water rescue, aircraft accident body recovery and numerous other skills."	O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O B-MED O O O O O O O O O O B-WAT I-WAT B-OTH I-OTH I-OTH I-OTH O O O O	other
1617	"Recalling Resolutions WHA58. 5 and WHA59. 2, which expressed concern about the potential spread of H5N1 strain of Influenza A to cause a pandemic and urged Member States to disseminate to WHO collaborating centre information and relevant biological materials, including clinical specimens and viruses;"	O O O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O B-MED O O O O O O O B-MED I-MED I-MED I-MED O O B-MED I-MED O B-MED I-MED I-MED I-MED	other
1618	"2371 medical officers, 615 specialists and 5536 para medics deployed of which 247 specialists, 256 medical officers 2016 para medics deployed in Kachchh."	O B-MED I-MED O B-MED O O B-MED I-MED O O O O B-MED O B-MED I-MED O B-MED I-MED O O O	other
1619	"CRS will purchase and distribute relief items and emergency shelter materials, distribute 1,500 metric tons of Title II emergency food assistance and undertake trauma counseling for three months."	O O O O B-OTH I-OTH I-OTH O O B-SHL O O O O O O O O O B-FD I-FD O O B-MED I-MED O O O	other
1620	If I would like to take care which hospital can I go	O O O O O B-MED I-MED I-MED I-MED O O O	other
1621	"Moreover, on 26 March six European specialists of the European Mobile Lab project (EMLab) for dangerous infectious diseases arrived in Gueckedou, Guinea, with a mobile laboratory unit."	O O O O O O O O O O O O O O O O B-MED I-MED O O O O O O B-MED I-MED I-MED	other
1622	"About 500 people died in the floods, more than 1. 5 million became homeless."	O O O O O O O O O O O O O B-SHL	other
1623	"SHANGHAI, June 15, 2009 (AFP) - At least 14 people were killed and more than 180 others were injured in a severe hail storm that destroyed thousands of homes across eastern China's Anhui province, authorities said Monday."	O O O O O O O O O O O O O O O O O O B-MED O O O O O O O O O B-SHL O O O O O O O O	other
1624	"The illness, however, can be easily prevented through proper hygiene and quickly treated with oral re-hydration salts."	O B-MED O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED	other
1625	"To all institutions receiving this message and that need a health agent to work in temporary shelters and cleanup of the sanitary installations and water treatment, etc, don't forget ( me )"	O O O O O O O O B-MED I-MED I-MED I-MED O O O B-SHL I-SHL O O O O B-OTH I-OTH O B-WAT I-WAT O O O O O O	other
1626	"Hospitals and health facilities are in the frontline when floods, hurricanes, cyclones, and earthquakes strike."	B-MED I-MED I-MED I-MED O O O O O O O O O O O	other
1627	"A 12-member rescue squad, led by four disaster assistance response workers, was being sent into action, said Parmer, assistant administrator for humanitarian response."	O O B-OTH I-OTH O O O B-OTH I-OTH I-OTH O O O O O O O O O O O B-OTH I-OTH	other
1628	"THE ADVICEE I GIVE TO THE GOVERNEMNT THEY HAVE TO DO MORE FOR THE DISTRIBUTION OF FOOD AND FIND PEOPLE WHO ARE WOUNDED FAST,THY HAVE TO MAKE A DECISION FAST"	O O O O O O O O O O O O O O B-FD I-FD I-FD O O O O O B-MED O O O O O O O	other
1629	"In the last five years (2009 - 2013), the International Federation of Red Cross and Red Crescent Societies (IFRC) Disaster Relief Emergency Fund (DREF) was called upon on 20 occasions to provide emergency financial support to National Red Cross and Red Crescent Societies in the Americas and Asia to respond to dengue outbreaks."	O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O B-MED I-MED	other
1630	"Health officials said more than 147,000 people contracted diarrhoea after eating rotten food and drinking polluted water."	B-MED I-MED O O O O O B-MED I-MED O B-FD I-FD I-FD O B-WAT I-WAT I-WAT	other
1631	A joint FAO/Ministry of Agriculture and Animal Husbandry (MAAH) investigation team reported an outbreak of diseases affecting newborn lambs.	O O O O O O O O O B-OTH O O O B-MED I-MED I-MED O O O	other
1632	"Several communities also face environmental hazards including the overflowing of drains and culverts due to uncleared debris, uncleared garbage around transitional shelters and the ad-hoc felling of trees for reconstruction."	O O O O O O O O O O B-WAT O O O O O O O O O O B-SHL O O O O O O O B-OTH	other
1633	"It is scaling up its response to support government cholera treatment units, provide clean water to families and increase the number of trained community health workers that operate in the area."	O O O O O B-OTH I-OTH I-OTH O B-MED I-MED O B-WAT I-WAT I-WAT O O O O O O O O O B-MED I-MED O O O O O	other
1634	"In Indonesia, OBI has over 40 relief workers on the ground helping earthquake victims in Padang and the surrounding area, including four medical teams in addition to a logistics and distribution team."	O O O O O O B-OTH I-OTH O O O B-OTH O O O O O O O O O O B-MED I-MED O O O O B-OTH I-OTH I-OTH I-OTH	other
1635	"A sports field had been turned into a centre for homeless and injured, and a makeshift morgue."	O O O O O O O O B-SHL I-SHL I-SHL O B-MED O O B-SHL I-SHL	other
1636	"It is very tragic that a medical technician in Quetta has been refusing vaccination for his children.  * 4 dry ration distribution points have been selected for the beginning in the most vulnerable zones identified in the three targeted districts : Geladid, Dalat, Dawahale and Jilahle.  - The United Nations should stengthen its support for the Burma Country team by hiring a Senior Humanitarian Advisor to work with the RC/HC and ensure that teams in Bangkok and New York are providing adequate guidance and support.  In Unit 2 water transfer from the condenser to the condensate storage tank was completed on 9th April"	O O O O O O B-MED I-MED O O O O O B-MED O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O B-WAT O O O O O O B-WAT I-WAT I-WAT O O O O O	other
1637	There has been a whooping cough outbreak in Darwaz district of Badakshan.	O O O O B-MED I-MED I-MED O O O O O	other
1638	The people among us who are the most injured is a 3 year old child.  He piece of concrete fell on his head and his head is injured.  We also have a person with a broken hand who is a nurse.	O O O O O O O O B-MED O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O O O O O O B-MED I-MED O O O B-MED	other
1639	Families who fled to makeshift camps were forced to scavenge for scarce food in conditions that aid agencies warned would expose thousands to outbreaks of disease.	O O O O B-SHL I-SHL O O O O O B-FD I-FD O O O B-OTH O O O O O O B-MED I-MED I-MED	other
1640	"At least 80,000 people were killed and more than 100,000 injured after the powerful quake measuring 7. 6 on the Richter scale ripped through Pakistan's North West Frontier Province (NWFP) and Pakistani-administered Kashmir on 8 October."	O O O O O O O O O O B-MED O O O O O O O O O O O O O O O O O O O O O O O O O	other
1641	"As reported in Information Bulletin No. 1 the twin tornadoes with severe destructive winds of over 120 km per hour struck over 20 villages in the northern districts of Mymensingh and Netrakona in the evening of 14 April, killing at least 76 people and injuring over 3000."	O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MED O O	other
1642	"During the floods, she volunteered with the local Red Cross team, distributing relief items and teaching members of her community about the importance of good hygiene practises."	O O O O B-OTH O O O O O O B-OTH I-OTH I-OTH O B-OTH I-OTH O O O O O O O B-OTH I-OTH I-OTH	other
1643	"And so you have to constantly do research to keep ahead of the insect population, or the viruses, or the parasites in the case of malaria."	O O O O O O O O O O O O O O O O O B-MED O O B-MED I-MED I-MED I-MED I-MED I-MED	other
1644	"The Communication Development & Motivation Organization (CDMO) sent radiologists, plastic surgeons and anaesthetists to Abbottabad, NWFP."	O O O O O O O O B-MED I-MED I-MED O B-MED O O O	other
1645	They give Ebola care such as oral rehydration salts and medicines to relieve symptoms and treat other common causes of fever such as malaria.	O O B-MED I-MED O O B-MED I-MED I-MED O B-MED O B-MED I-MED O B-MED I-MED I-MED I-MED I-MED I-MED O O B-MED	other
1646	"In Timbuktu, some 750km north of Bamako, they will join up with a team of Mali Health Ministry officials and local Red Cross coordinators, who have been in the area for the past week, assessing malnutrition rates amongst children and registering beneficiaries as well as conducting vaccinations."	O O O O O O O O O O O O O O O O B-MED I-MED O O O O O O O O O O O O O O O O O B-FD O O O O B-OTH I-OTH O O O B-MED I-MED	other
1647	"Activity 4: To provide 10,000 beneficiaries with hygiene packs including towels and basic hygiene items, to improve hygiene conditions in temporary accommodations and prevent the spread of disease."	O O O O O B-OTH O B-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH O B-SHL I-SHL O O O O O B-MED	other
1648	Fifteen Medical teams of doctors as well as about 20 veterinary doctors have been deployed in Belgaum and Bagalkot districts for taking preventive measures against spread of epidemic diseases.	O B-MED I-MED I-MED I-MED O O O O O B-MED I-MED O O O O O O O O O O O O O B-MED I-MED I-MED I-MED	other
1649	The head of the federation's delegation in South Asia Geoffrey Dennis said tens of thousands of stranded villagers had been surviving without food or even the most rudimentary medical care for more than a week.	O O O O O O O O O O O O O O O O O O O O O B-FD I-FD O O O O O B-MED I-MED O O O O O	other
1650	"When circumstances required it, some of these flights carried extra personnel including additional doctors and chaplains."	O O O O O O O B-OTH O O O O O B-MED O B-OTH	other
1651	There are already reports of malaria and real fears about the outbreak of serious gastrointestinal illnesses such as typhoid.	O O O B-MED I-MED I-MED O O O O O B-MED O O B-MED I-MED I-MED I-MED I-MED	other
1652	"I mean, in other missions, I can make jokes about septic tanks or pumps. . .  But with Ebola once you've seen dead ebola patient, you cannot joke about it"	O O O O O O O O O O B-WAT I-WAT I-WAT I-WAT O O O O O B-MED O O O O B-MED I-MED O O O O O	other
1653	"Families in need can come to TR Intermediate east school to pick up any items needed.  Please stop at the desk to check in.  #njsandy#Sandy It is Tide's Loads of Hope program, not Loads of Love, that is washing clothes in Eatontown.  Oops sorry, but loads of love to them!"	O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1654	"We think that evaluation of the situation in the IDP barracks could be a next step to implement because there seems to be reduced focus on this problem -- we already visited one IDP barracks camp and found many cases of scabies, some cutaneaous mycosis and skin allergy."	O O O O O O O O O O B-SHL O O O O O O O O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O B-MED O B-MED I-MED I-MED I-MED I-MED	other
1655	"(March 30, 2005) MILLWOOD, Va.  -- Medical volunteers from Project HOPE evaluated and treated more than 9,200 Indonesian patients and performed over 17,000 medical procedures aboard the USNS Mercy in the aftermath of the tsunami, the humanitarian relief organization said today."	O O O O O O O B-MED I-MED O O O O O B-MED O O O O B-MED O O O O B-MED I-MED O O O O O O O O O O O B-OTH I-OTH O O O	other
1656	"World Vision, some of whose staff were among 60 aid workers who evacuated the North Kivu town of Walikale after clashes there between government forces and the Raia Mutomboki armed group, said fighting in the town ""forced the suspension of efforts to combat a deadly cholera outbreak""."	O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED O	other
1657	"In FATA's North Waziristan, where the outlawed Tehreek Taliban Pakistan group banned oral polio vaccination (OPV) in June, an estimated 163,000 children are said to be exposed to poliomyelitis."	O O O O O O O O O O O O B-MED I-MED I-MED O O O O O O O O O O O O O B-MED	other
1658	"Last Sunday, it was the scene of a bombing in a crowded market carried out by two female suicide attackers, one believed to be aged around 15."	O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
1659	The message said We wanted to know how many doctors are in je pwela tent because they are outside.	O O O O O O O O O B-MED O O O O B-SHL O O O O	other
1660	he is resting but hurting a lot	O O O O B-MED O O	other
1661	"Residents struggled to contain overflowing toilets, putting flood-hit areas at risk of the spread of disease."	O O O O O B-OTH O O O O O O O O O B-MED	other
1662	UNDP and FAO are also supporting projects that will combat desertification and drought.	O O O O O O O O O O B-WAT O B-WAT	other
1663	"APRIL 3, 2013 - Following deadly clashes in Timbuktu, Mali, on March 30-31, Doctors Without Borders/Médecins Sans Frontières (MSF) teams working in the city's hospital treated 21 wounded people, including 11 civilians, two of whom died."	O O O O O O O O O O O O O B-MED O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O O O O O	other
1664	Battered by major quake Haiti braces for huge death toll A major earthquake struck southern Haiti on Tuesday .  http bit. ly 8kmtwa	O O O O O O O O O O O O O O O O O O O O O O O O	other
1665	"Belgium is sending USAR (70 pers) team, 6 dogs included, 2000 blankets, 100 family tents, 5 WHO emergency kits, 1 water purification station and electric generator."	O O O O O O O O O O O B-OTH O O B-SHL O O B-OTH I-OTH O B-WAT O O O B-OTH I-OTH	other
1666	"However, concerns remain over the pastoral areas of northern Somalia, southeastern Kenya and northern Tanzania, where no significant rainfall is to be expected until October."	O O O O O O O O O O O O O O O O O O O O O O O O O	other
1667	"Beninese and Togolese specialists have produced a six-point plan to reduce the already diminishing incidence of the Guinea worm disease in communities along their common border, the World Health Organisation (WHO) said on Monday."	O O O O O O O O O O O O O O O O O B-MED I-MED I-MED O O O O O O O O O O O O O O	other
1668	"In Battagram, there has been a delay in moving into the new UN office because of a faulty electrical system."	O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH	other
1669	"Those are lack of food, drinking and potable water because of basic public facilities were destroyed, furthermore, the sea water mixed with fresh water to create brackish water that is a perfect media for cholera organism growth."	O O O O B-FD B-WAT I-WAT I-WAT I-WAT O O O O O O O O O O B-WAT O O O B-WAT O O O B-WAT O O O O O O B-MED O O	other
1670	I would like to know where can I get care? Which hospital?	O O O O O O O O B-MED I-MED O B-MED	other
1671	Relief authorities are bracing for the high tide phenomenon Friday which is expected to worsen the flood situation in the coastal areas of central Pahang state.	B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O	other
1672	"Early in the morning on January 17, Mount Nyiragongo in eastern Congo (on the border between Rwanda and Congo) erupted spewing lava in several directions."	O O O O O O O O O O O O O O O O O O O O O O O O O	other
1673	The demand for health care and treatment is expected to rise in the event of an epidemic outbreak or if water borne illnesses such as diarrhoea spread rapidly.	O O O B-MED I-MED I-MED I-MED O O O O O O O O O B-MED I-MED O O B-WAT O B-MED I-MED I-MED I-MED O O	other
1674	"At the clinic, community health workers and volunteers carry out growth monitoring and nutrition screening."	O O O O B-MED I-MED O B-OTH O O O O O B-FD O	other
1675	"* the special needs of populations living in border areas, (including nomads, refugees, displaced persons, returnees and migrants), to be addressed with specific regard to the control for tuberculosis, malaria, leishmaniasis, and eradication of polio;"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED	other
1676	"(b) In the north-eastern belg-producing highlands of Amhara Region and South Tigray zone in Tigray region, during January to April the belg season rainfall pattern was ideal for belg crop production."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-FD I-FD	other
1677	WHO distributed anti-leishmania drugs to the malaria unit of Faizabad hospital.	O B-MED I-MED I-MED O O B-MED O O O B-MED	other
1678	"On 7th February 2012, JCCP launched a project for Psychosocial Support for Drought victims and Internally Displaced Persons (IDP) in Bosasso, Somalia, through supporting Gender-Based Violence (GBV) survivors and other traumatized persons amongst the internally displaced persons."	O O O O O O O O O B-MED O O B-WAT O O O O O O O O O O O O O O O O O B-MED O O O O O O	other
1679	"""Japan relies heavily on the ocean to feed itself, and given the continual leaking of radioactive water into the marine environment - including TEPCO's release of huge quantities of contaminated water (1) - it is critical that independent testing is undertaken, in order to assess the true extent of the contamination and the possible impacts on public health and the food web,"" said Junichi Sato, Greenpeace Japan Executive Director."	O O O O O O O B-FD O O O O O O O O B-WAT O O O O O O O O O O O O O B-WAT O O O O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED O O B-FD O O O O O O O O	other
1680	These items have been distributed across Niger to help children in 10 fixed therapeutic feeding centres and 21 outreach therapeutic centres.	O O O O B-OTH O O O B-OTH O O O O B-MED B-FD O O O O B-MED I-MED	other
1681	"Approximately 49,000 pregnant women in vulnerable areas of the country with high iodine deficiency received iodized oil capsules."	O O B-MED I-MED O O O O O O O B-MED I-MED I-MED O B-MED I-MED I-MED	other
1682	Thailand: The Bureau of Epidemiology is investigating dengue hemorrhagic fever cases in Phuket following increased case reports.	O O B-MED I-MED I-MED O B-MED I-MED I-MED I-MED I-MED O O O O O O	other
1683	"However, I must stress that the United Nations system's efforts to mobilize international assistance to fight the catastrophic fires must continue.  The capital recorded the heaviest rainfall for 100 years.  The situation from the damage caused by heavy snowfall and rains over the past two weeks is becoming clear as the weather has started improving in southern and western parts of Balochistan.  Bangkok (Mizzima) - At least 35 people were killed and 135 were injured according to unofficial estimates following a 5"	O O O O O O O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MED O O O O O O O	other
1684	"IOM has already been actively involved in the large-scale UNICEF/MoH measles vaccination campaign on the west coast in partnership with the Irish NGO, GOAL."	O O O O O O O O O O B-MED I-MED I-MED O O O O O O O O O O O	other
1685	"byebye power , should have stocked up on alcohol before this storm ."	O B-OTH O O O O O O O O O O O	other
1686	"the information we have to know about:Cyclone,health,education"	O B-OTH O O O O B-OTH	other
1687	Warm-hearted people are providing resources to help Amity to get free shipment of the undergarments donated by a company in Shanghai; volunteers from local schools help Amity in outdoor fundraising at subway stations. . .	O O O B-OTH I-OTH O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O O B-OTH O O O O O O B-OTH I-OTH O O O O O	other
1688	"Cattle and small ruminant losses in the province are high and debilitating diseases such as foot-rot and internal/external parasite infestations were noted to have increased, placing pressure on the very limited veterinary services."	O O O O O O O O O O O B-MED I-MED O O O O O B-MED I-MED O O O O O O O O O O O B-MED I-MED	other
1689	"Developed plan and supported actions for malaria spraying of IDP settlements in Chihaquelane, Macia, Chibuto, Xai-Xai and those in Maputo Province and City - 20,000 structures sprayed, 100,000 beneficiaries (procured and distributed 240 litres of mosquito net insecticide, 15 thermal fog equipment and 2 vehicle mounted thermal foggers, 30 WHO compressor sprayers, 2 metric tons of Lambdacyhalothrin for residual insecticide spraying, and 1,000 litres of ICON for outdoor spraying campaign);"	O O O O O O B-MED O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O B-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH O O B-OTH I-OTH I-OTH I-OTH O O B-OTH I-OTH O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O B-OTH I-OTH O	other
1690	"A Médecins Sans Frontières/Doctors Without Borders (MSF) team is providing health care in Timbuktu despite the destabilising, ongoing violence in the north of the country which has displaced thousands in recent months."	O O O B-MED O O O O O O B-MED I-MED O O O O O O O O O O O O O O O O O O O O	other
1691	"There has however been an increase in reported cases of diarrhoea, unexplained fevers and respiratory infections."	O O O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED	other
1692	"From Jordan, a medical assistance team of four members, consisting of two vascular surgeons and two ultrasound technologists, is scheduled for dispatch to Japan on Monday, April 25."	O O O B-MED I-MED O O O O O O O B-MED I-MED O O B-MED I-MED O O O B-OTH O O O O O O	other
